stock_id,sector,business_model,geographic_focus,business_maturity,competitive_position,market_cap_category,revenue_tier,profitability_profile,asset_intensity,financial_strength
US526,Finance,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US527,Finance,B2C,Global,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US528,Consumer_Discretionary,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US529,Consumer_Discretionary,B2C,Domestic,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US530,Technology,Platform,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Developing
US531,Finance,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US532,Finance,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US533,Communication,Platform,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Stable
US534,Consumer_Discretionary,Platform,Global,Growth,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US535,Consumer_Discretionary,Platform,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Stable
US536,Technology,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Developing
US537,Healthcare,B2B,Global,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US538,Healthcare,B2B,International,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US539,Healthcare,B2B,Domestic,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US540,Healthcare,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US541,Healthcare,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Capital_Intensive,Developing
US542,Healthcare,B2C,Domestic,Mature,Niche_Specialist,Small,Tier_3,Standard,Asset_Light,Stable
US543,Healthcare,B2C,International,Growth,Niche_Specialist,Small,Tier_3,Standard,Asset_Light,Stable
US544,Healthcare,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Capital_Intensive,Developing
US545,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Small,Tier_3,Standard,Moderate,Developing
US546,Technology,Platform,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Strong
US547,Finance,B2C,Domestic,Cyclical,Strong_Player,Small,Tier_3,Low_Margin,Asset_Light,Developing
US548,Finance,B2C,International,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US549,Healthcare,B2B,Domestic,Growth,Strong_Player,Small,Tier_3,High_Margin,Moderate,Stable
US550,Healthcare,B2B,Domestic,Growth,Strong_Player,Small,Tier_3,High_Margin,Moderate,Stable
US551,Healthcare,B2B,Domestic,Mature,Niche_Specialist,Small,Tier_3,High_Margin,Moderate,Developing
US552,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Small,Tier_3,Standard,Moderate,Stable
US553,Healthcare,B2B,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US554,Healthcare,B2B,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Developing
US555,Healthcare,B2B,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US556,Healthcare,B2B,International,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US557,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Developing
US558,Healthcare,B2B,Domestic,Growth,Strong_Player,Small,Tier_3,Standard,Capital_Intensive,Developing
US559,Healthcare,B2B,Domestic,Mature,Strong_Player,Small,Tier_3,High_Margin,Moderate,Developing
US560,Healthcare,B2C,International,Growth,Strong_Player,Small,Tier_3,Standard,Capital_Intensive,Developing
US561,Industrials,B2B,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US562,Industrials,B2B,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US563,Industrials,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US564,Industrials,B2B,Domestic,Cyclical,Strong_Player,Mid,Tier_2,High_Margin,Capital_Intensive,Developing
US565,Industrials,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Developing
US566,Industrials,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US567,Industrials,B2B,Domestic,Mature,Strong_Player,Small,Tier_3,Low_Margin,Capital_Intensive,Developing
US568,Industrials,B2B,International,Mature,Strong_Player,Small,Tier_3,High_Margin,Capital_Intensive,Developing
US569,Industrials,B2B,Domestic,Growth,Strong_Player,Small,Tier_3,High_Margin,Moderate,Developing
US570,Industrials,B2B,Domestic,Mature,Strong_Player,Small,Tier_3,Low_Margin,Capital_Intensive,Developing
US571,Industrials,B2B,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US572,Industrials,B2B,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US573,Industrials,B2B,Domestic,Mature,Strong_Player,Small,Tier_3,Standard,Capital_Intensive,Developing
US574,Industrials,B2B,International,Mature,Strong_Player,Small,Tier_3,Standard,Capital_Intensive,Developing
US575,Industrials,B2B,Domestic,Mature,Strong_Player,Small,Tier_3,High_Margin,Capital_Intensive,Developing
US576,Industrials,B2B,International,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US577,Energy,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Strong
US578,Energy,B2B,International,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US579,Energy,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US580,Energy,B2B,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Developing
US581,Energy,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US582,Energy,B2B,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US583,Energy,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US584,Materials,B2B,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US585,Materials,B2B,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Developing
US586,Materials,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Strong
US587,Materials,B2B,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US588,Materials,B2B,International,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US589,Materials,B2C,Domestic,Growth,Strong_Player,Small,Tier_3,Standard,Asset_Light,Stable
US590,Industrials,B2B,International,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US591,Consumer_Discretionary,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US592,Consumer_Staples,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US593,Consumer_Discretionary,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US594,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Developing
US595,Consumer_Discretionary,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Developing
US596,Consumer_Staples,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Developing
US597,Consumer_Staples,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US598,Finance,B2C,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US599,Consumer_Discretionary,B2C,Domestic,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Developing
US600,Consumer_Discretionary,B2C,Domestic,Cyclical,Niche_Specialist,Small,Tier_3,Standard,Moderate,Stable
US601,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US602,Consumer_Discretionary,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Stable
US603,Consumer_Discretionary,B2C,Domestic,Growth,Strong_Player,Small,Tier_3,Low_Margin,Moderate,Developing
US604,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Small,Tier_3,Standard,Moderate,Stable
US605,Consumer_Discretionary,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US606,Consumer_Discretionary,B2C,Domestic,Growth,Strong_Player,Small,Tier_3,Standard,Moderate,Developing
US607,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US608,Finance,B2C,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Developing
US609,Finance,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US610,Finance,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US611,Finance,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US612,Finance,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Developing
US613,Finance,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US614,Finance,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US615,Finance,B2C,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US616,Finance,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
